Cod,Favela_completa,Sigla,Favela,Municipio,Domicilios
31062000046,Vila Santa Mônica - Belo Horizonte (MG),MG,Vila Santa Mônica,Belo Horizonte,680
31062000047,São Vicente - Belo Horizonte (MG),MG,São Vicente,Belo Horizonte,201
31062000049,Vila Trinta e Um de Março - Belo Horizonte (MG),MG,Vila Trinta e Um de Março,Belo Horizonte,508
31062000051,Fazendinha - Belo Horizonte (MG),MG,Fazendinha,Belo Horizonte,1367
31062000052,Vila dos Anjos - Belo Horizonte (MG),MG,Vila dos Anjos,Belo Horizonte,257
31062000055,São Francisco das Chagas - Belo Horizonte (MG),MG,São Francisco das Chagas,Belo Horizonte,237
31062000061,Vila Coqueiral - Belo Horizonte (MG),MG,Vila Coqueiral,Belo Horizonte,477
31062000063,Nossa Senhora da Conceição - Belo Horizonte (MG),MG,Nossa Senhora da Conceição,Belo Horizonte,2270
31062000064,Vila Nossa Senhora Aparecida - Belo Horizonte (MG),MG,Vila Nossa Senhora Aparecida,Belo Horizonte,636
31062000066,Vila São Paulo - Belo Horizonte (MG),MG,Vila São Paulo,Belo Horizonte,616
31062000069,Vila Jardim Leblon - Belo Horizonte (MG),MG,Vila Jardim Leblon,Belo Horizonte,120
31062000071,Vila Sumaré - Belo Horizonte (MG),MG,Vila Sumaré,Belo Horizonte,816
31062000072,Marçola - Belo Horizonte (MG),MG,Marçola,Belo Horizonte,2066
31062000073,Vila Copacabana - Belo Horizonte (MG),MG,Vila Copacabana,Belo Horizonte,161
31062000077,Apolônia - Belo Horizonte (MG),MG,Apolônia,Belo Horizonte,2084
31062000078,Vila Santa Rosa - Belo Horizonte (MG),MG,Vila Santa Rosa,Belo Horizonte,441
31062000081,Universo - Belo Horizonte (MG),MG,Universo,Belo Horizonte,536
31062000082,Tiradentes - Belo Horizonte (MG),MG,Tiradentes,Belo Horizonte,543
31062000084,Estrela - Belo Horizonte (MG),MG,Estrela,Belo Horizonte,528
31062000087,Vila Nova Cachoeirinha I - Belo Horizonte (MG),MG,Vila Nova Cachoeirinha I,Belo Horizonte,734
31062000088,Vila Barragem Santa Lucia - Belo Horizonte (MG),MG,Vila Barragem Santa Lucia,Belo Horizonte,2071
31062000089,Vila São Tomáz - Belo Horizonte (MG),MG,Vila São Tomáz,Belo Horizonte,1487
31062000090,Vila Dias - Belo Horizonte (MG),MG,Vila Dias,Belo Horizonte,356
31062000093,Vila Aeroporto - Belo Horizonte (MG),MG,Vila Aeroporto,Belo Horizonte,358
31062000094,Vila Aeroporto - Jaraguá - Belo Horizonte (MG),MG,Vila Aeroporto - Jaraguá,Belo Horizonte,162
31062000095,Pedreira Prado Lopes - Belo Horizonte (MG),MG,Pedreira Prado Lopes,Belo Horizonte,1531
31062000096,Monte São José - Belo Horizonte (MG),MG,Monte São José,Belo Horizonte,359
31062000097,Biquinhas - Belo Horizonte (MG),MG,Biquinhas,Belo Horizonte,663
31062000099,Senhor dos Passos - Belo Horizonte (MG),MG,Senhor dos Passos,Belo Horizonte,982
31062000107,Marmiteiros - Belo Horizonte (MG),MG,Marmiteiros,Belo Horizonte,263
31062000111,Santa Sofia - Belo Horizonte (MG),MG,Santa Sofia,Belo Horizonte,1053
31062000113,Santa Rita de Cássia - Belo Horizonte (MG),MG,Santa Rita de Cássia,Belo Horizonte,1846
31062000115,Vila Barão Homem de Melo IV - Belo Horizonte (MG),MG,Vila Barão Homem de Melo IV,Belo Horizonte,541
31062000123,Ventosa - Belo Horizonte (MG),MG,Ventosa,Belo Horizonte,2340
31062000130,Beira Linha - Belo Horizonte (MG),MG,Beira Linha,Belo Horizonte,1422
31062000133,Cabana do Pai Tomás - Belo Horizonte (MG),MG,Cabana do Pai Tomás,Belo Horizonte,5841
31062000141,Vila Madre Gertrudes III - Belo Horizonte (MG),MG,Vila Madre Gertrudes III,Belo Horizonte,65
31062000143,Sport Club - Belo Horizonte (MG),MG,Sport Club,Belo Horizonte,73
31062000152,Vila Boa Vista - Belo Horizonte (MG),MG,Vila Boa Vista,Belo Horizonte,273
31062000158,Boa Esperança - Belo Horizonte (MG),MG,Boa Esperança,Belo Horizonte,218
31062000166,Nossa Senhora de Fátima - Belo Horizonte (MG),MG,Nossa Senhora de Fátima,Belo Horizonte,3604
31062000169,Mariano de Abreu - Belo Horizonte (MG),MG,Mariano de Abreu,Belo Horizonte,1191
31062000170,São Benedito - Belo Horizonte (MG),MG,São Benedito,Belo Horizonte,613
31062000172,Vila Nova Cachoeirinha IV - Belo Horizonte (MG),MG,Vila Nova Cachoeirinha IV,Belo Horizonte,209
31062000173,Vila da Paz ou Cachoeirinha - Belo Horizonte (MG),MG,Vila da Paz ou Cachoeirinha,Belo Horizonte,188
31062000176,Alto Vera Cruz - Belo Horizonte (MG),MG,Alto Vera Cruz,Belo Horizonte,4768
31062000183,Vila Átila de Paiva - Belo Horizonte (MG),MG,Vila Átila de Paiva,Belo Horizonte,532
31062000185,Vila São João Batista - Belo Horizonte (MG),MG,Vila São João Batista,Belo Horizonte,857
31062000194,Flamengo - Belo Horizonte (MG),MG,Flamengo,Belo Horizonte,108
31062000196,Acaba Mundo - Belo Horizonte (MG),MG,Acaba Mundo,Belo Horizonte,540
31062000197,Mirante - Belo Horizonte (MG),MG,Mirante,Belo Horizonte,195
31062000198,Vila da Luz - Belo Horizonte (MG),MG,Vila da Luz,Belo Horizonte,572
31062000199,Vila Maloca - Belo Horizonte (MG),MG,Vila Maloca,Belo Horizonte,234
31062000201,Vila Real II - Belo Horizonte (MG),MG,Vila Real II,Belo Horizonte,250
31062000202,Vila São Rafael - Belo Horizonte (MG),MG,Vila São Rafael,Belo Horizonte,387
31062000203,Vila Nova - Belo Horizonte (MG),MG,Vila Nova,Belo Horizonte,194
31062000204,Santana do Cafezal - Belo Horizonte (MG),MG,Santana do Cafezal,Belo Horizonte,1324
31062000208,Conjunto Novo Dom Bosco - Belo Horizonte (MG),MG,Conjunto Novo Dom Bosco,Belo Horizonte,244
31062000209,Conjunto Jardim Filadélfia - Belo Horizonte (MG),MG,Conjunto Jardim Filadélfia,Belo Horizonte,995
31062000210,Conjunto São Francisco de Assis - Belo Horizonte (MG),MG,Conjunto São Francisco de Assis,Belo Horizonte,133
31062000214,Vila Jardim Montanhês - Belo Horizonte (MG),MG,Vila Jardim Montanhês,Belo Horizonte,160
31062000215,Vila das Oliveiras - Belo Horizonte (MG),MG,Vila das Oliveiras,Belo Horizonte,90
31062000216,Vila Engenho Nogueira - Belo Horizonte (MG),MG,Vila Engenho Nogueira,Belo Horizonte,82
31062000217,Vila Jardim Alvorada - Belo Horizonte (MG),MG,Vila Jardim Alvorada,Belo Horizonte,1290
31062000219,Vila Oeste - Belo Horizonte (MG),MG,Vila Oeste,Belo Horizonte,452
31062000222,Vila Santo Antônio - Belo Horizonte (MG),MG,Vila Santo Antônio,Belo Horizonte,48
31062000223,Vila Suzana I - Belo Horizonte (MG),MG,Vila Suzana I,Belo Horizonte,231
31062000225,Boa União II - Belo Horizonte (MG),MG,Boa União II,Belo Horizonte,125
31062000227,Novo Lajedo - Belo Horizonte (MG),MG,Novo Lajedo,Belo Horizonte,1421
31062000228,Vila Canto do Sabiá - Belo Horizonte (MG),MG,Vila Canto do Sabiá,Belo Horizonte,145
31062000229,Vila Minaslândia - Belo Horizonte (MG),MG,Vila Minaslândia,Belo Horizonte,306
31062000230,Vila Morro Alto - Belo Horizonte (MG),MG,Vila Morro Alto,Belo Horizonte,138
31062000231,Vila Piratininga Venda Nova - Belo Horizonte (MG),MG,Vila Piratininga Venda Nova,Belo Horizonte,112
31062000233,Zilah Spósito - Belo Horizonte (MG),MG,Zilah Spósito,Belo Horizonte,140
31062000234,Vila Havaí - Belo Horizonte (MG),MG,Vila Havaí,Belo Horizonte,117
31062000235,Vila Calafate - Belo Horizonte (MG),MG,Vila Calafate,Belo Horizonte,233
31062000236,Vila Nova Gameleira I - Belo Horizonte (MG),MG,Vila Nova Gameleira I,Belo Horizonte,307
31062000237,Vila Nova Gameleira II - Belo Horizonte (MG),MG,Vila Nova Gameleira II,Belo Horizonte,492
31062000238,Vila Madre Gertrudes I - Belo Horizonte (MG),MG,Vila Madre Gertrudes I,Belo Horizonte,565
31062000239,Vila Madre Gertrudes II - Belo Horizonte (MG),MG,Vila Madre Gertrudes II,Belo Horizonte,212
31062000240,Vila Vista Alegre - Belo Horizonte (MG),MG,Vila Vista Alegre,Belo Horizonte,4134
31062000243,Vila Nova Paraíso - Belo Horizonte (MG),MG,Vila Nova Paraíso,Belo Horizonte,536
31062000245,Vila Tirol - Belo Horizonte (MG),MG,Vila Tirol,Belo Horizonte,62
31062000246,Vila Independência IV - Belo Horizonte (MG),MG,Vila Independência IV,Belo Horizonte,104
31062000248,Vila Petrópolis - Belo Horizonte (MG),MG,Vila Petrópolis,Belo Horizonte,119
31062000249,Vila Ecológica - Belo Horizonte (MG),MG,Vila Ecológica,Belo Horizonte,1317
31062000250,Vila Pinho - Belo Horizonte (MG),MG,Vila Pinho,Belo Horizonte,491
31062000251,Vila Formosa - Belo Horizonte (MG),MG,Vila Formosa,Belo Horizonte,528
31062000252,Pilar - Belo Horizonte (MG),MG,Pilar,Belo Horizonte,241
31062000253,Vila Olhos D'Água - Belo Horizonte (MG),MG,Vila Olhos D'Água,Belo Horizonte,341
31062000254,Alta Tensão - Belo Horizonte (MG),MG,Alta Tensão,Belo Horizonte,94
31062000257,João Alfredo - Belo Horizonte (MG),MG,João Alfredo,Belo Horizonte,137
31062000258,Vila São Geraldo - Belo Horizonte (MG),MG,Vila São Geraldo,Belo Horizonte,63
31062000259,Grota - Belo Horizonte (MG),MG,Grota,Belo Horizonte,54
31062000260,Caetano Furquim - Belo Horizonte (MG),MG,Caetano Furquim,Belo Horizonte,167
31062000263,Conjunto Taquaril - Belo Horizonte (MG),MG,Conjunto Taquaril,Belo Horizonte,5330
31062000265,Vila Paraíso - Belo Horizonte (MG),MG,Vila Paraíso,Belo Horizonte,126
31062000266,Vila Novo São Lucas - Belo Horizonte (MG),MG,Vila Novo São Lucas,Belo Horizonte,1325
31062000268,Vila Inestan - Belo Horizonte (MG),MG,Vila Inestan,Belo Horizonte,267
31062000269,Vila de Sá - Belo Horizonte (MG),MG,Vila de Sá,Belo Horizonte,131
31062000270,Morro dos Macacos - Belo Horizonte (MG),MG,Morro dos Macacos,Belo Horizonte,167
31062000272,Vila Maria - Belo Horizonte (MG),MG,Vila Maria,Belo Horizonte,1824
31062000273,Mirtes - Belo Horizonte (MG),MG,Mirtes,Belo Horizonte,115
31062000274,Vila São Gabriel - Belo Horizonte (MG),MG,Vila São Gabriel,Belo Horizonte,244
31062000275,Vila São Dimas - Belo Horizonte (MG),MG,Vila São Dimas,Belo Horizonte,115
31062000276,Vila Ouro Minas - Belo Horizonte (MG),MG,Vila Ouro Minas,Belo Horizonte,320
31062000277,Grotinha - Belo Horizonte (MG),MG,Grotinha,Belo Horizonte,113
31062000278,Antonio Ribeiro de Abreu - Belo Horizonte (MG),MG,Antonio Ribeiro de Abreu,Belo Horizonte,108
31062000281,Conjunto Paulo VI - Belo Horizonte (MG),MG,Conjunto Paulo VI,Belo Horizonte,1184
31062000283,Vila Bandeirantes - Belo Horizonte (MG),MG,Vila Bandeirantes,Belo Horizonte,144
31062000284,Conjunto Santa Maria - Belo Horizonte (MG),MG,Conjunto Santa Maria,Belo Horizonte,514
31062000286,Pindura Saia - Belo Horizonte (MG),MG,Pindura Saia,Belo Horizonte,62
31062000287,Bernadete - Belo Horizonte (MG),MG,Bernadete,Belo Horizonte,456
31062000288,São João - Belo Horizonte (MG),MG,São João,Belo Horizonte,623
31062000289,Corumbiara - Belo Horizonte (MG),MG,Corumbiara,Belo Horizonte,579
31062000290,Vitória da Conquista - Belo Horizonte (MG),MG,Vitória da Conquista,Belo Horizonte,533
31062000291,Vila Mangueiras - Belo Horizonte (MG),MG,Vila Mangueiras,Belo Horizonte,653
31062000292,Santa Cecília - Belo Horizonte (MG),MG,Santa Cecília,Belo Horizonte,1441
31062000293,Vila Batik - Belo Horizonte (MG),MG,Vila Batik,Belo Horizonte,90
31062000294,Marieta I - Belo Horizonte (MG),MG,Marieta I,Belo Horizonte,272
31062000295,Marieta II - Belo Horizonte (MG),MG,Marieta II,Belo Horizonte,69
31062000297,Vila da Amizade - Belo Horizonte (MG),MG,Vila da Amizade,Belo Horizonte,125
31062000298,Guaratã - Belo Horizonte (MG),MG,Guaratã,Belo Horizonte,269
31062000299,Ambrosina - Belo Horizonte (MG),MG,Ambrosina,Belo Horizonte,275
31062000301,Barão Homem de Melo III - Belo Horizonte (MG),MG,Barão Homem de Melo III,Belo Horizonte,56
31062000302,Custodinha - Belo Horizonte (MG),MG,Custodinha,Belo Horizonte,116
31062000303,Andiroba - Belo Horizonte (MG),MG,Andiroba,Belo Horizonte,397
31062000304,Alta Tensão I - Belo Horizonte (MG),MG,Alta Tensão I,Belo Horizonte,299
31062000306,Conjunto Minascaixa - Belo Horizonte (MG),MG,Conjunto Minascaixa,Belo Horizonte,899
31062000307,Vila Copasa - Belo Horizonte (MG),MG,Vila Copasa,Belo Horizonte,93
31062000309,Vila Ipiranga - Belo Horizonte (MG),MG,Vila Ipiranga,Belo Horizonte,71
31062000310,Vila Madre Gertrudes V - Belo Horizonte (MG),MG,Vila Madre Gertrudes V,Belo Horizonte,104
31062000311,Alto das Antenas - Belo Horizonte (MG),MG,Alto das Antenas,Belo Horizonte,266
31062000312,Pantanal - Belo Horizonte (MG),MG,Pantanal,Belo Horizonte,301
31062000313,Chácara Leonina - Belo Horizonte (MG),MG,Chácara Leonina,Belo Horizonte,183
31062000314,Leonina - Belo Horizonte (MG),MG,Leonina,Belo Horizonte,1104
31062000315,Vila Antena - Belo Horizonte (MG),MG,Vila Antena,Belo Horizonte,732
31062000316,São Jorge I - Belo Horizonte (MG),MG,São Jorge I,Belo Horizonte,640
31062000317,São Jorge II - Belo Horizonte (MG),MG,São Jorge II,Belo Horizonte,811
31062000318,São Jorge III - Belo Horizonte (MG),MG,São Jorge III,Belo Horizonte,1010
31062000319,Imbaúbas - Belo Horizonte (MG),MG,Imbaúbas,Belo Horizonte,544
31062000320,Virgínia - Belo Horizonte (MG),MG,Virgínia,Belo Horizonte,32
31062000321,Mariquinhas 1 - Belo Horizonte (MG),MG,Mariquinhas 1,Belo Horizonte,192
31062000322,Mariquinhas 2 - Belo Horizonte (MG),MG,Mariquinhas 2,Belo Horizonte,136
31062000323,Santa Isabel - Belo Horizonte (MG),MG,Santa Isabel,Belo Horizonte,59
31062000324,Helena Greco - Belo Horizonte (MG),MG,Helena Greco,Belo Horizonte,169
31062000325,Rosa Leão - Belo Horizonte (MG),MG,Rosa Leão,Belo Horizonte,1018
31062000326,Esperança - Belo Horizonte (MG),MG,Esperança,Belo Horizonte,797
31062000327,Vitória - Belo Horizonte (MG),MG,Vitória,Belo Horizonte,1670
31062000328,Morro do Cabrito - Belo Horizonte (MG),MG,Morro do Cabrito,Belo Horizonte,342
31062000329,Dandara - Belo Horizonte (MG),MG,Dandara,Belo Horizonte,1456
31062000330,Castelo de Manacás - Belo Horizonte (MG),MG,Castelo de Manacás,Belo Horizonte,232
31062000333,DNIT 3 - Ribeiro de Abreu - Belo Horizonte (MG),MG,DNIT 3 - Ribeiro de Abreu,Belo Horizonte,189
31062000334,Montes Claros - Belo Horizonte (MG),MG,Montes Claros,Belo Horizonte,1175
31062000335,Ocupação Lampião - Belo Horizonte (MG),MG,Ocupação Lampião,Belo Horizonte,160
31062000336,Pomar do Cafezal - Belo Horizonte (MG),MG,Pomar do Cafezal,Belo Horizonte,344
31062000337,Rua Teodomiro Cruz - Belo Horizonte (MG),MG,Rua Teodomiro Cruz,Belo Horizonte,207
31062000338,Terra Nossa - Belo Horizonte (MG),MG,Terra Nossa,Belo Horizonte,146
31062000339,Vila Esperança - Belo Horizonte (MG),MG,Vila Esperança,Belo Horizonte,122
31062000340,Rua Jose Furletti - Belo Horizonte (MG),MG,Rua Jose Furletti,Belo Horizonte,114
31062000342,Vila Nova Cintra - Belo Horizonte (MG),MG,Vila Nova Cintra,Belo Horizonte,45
31062000343,Vila Alto dos Pinheiros - Belo Horizonte (MG),MG,Vila Alto dos Pinheiros,Belo Horizonte,81
31062000344,Vila Trevo - Belo Horizonte (MG),MG,Vila Trevo,Belo Horizonte,126
31062000345,Vila Horto Florestal - Belo Horizonte (MG),MG,Vila Horto Florestal,Belo Horizonte,25
31062000346,Cristo Rei - Belo Horizonte (MG),MG,Cristo Rei,Belo Horizonte,150
31062000347,Vila Vera Cruz I - Belo Horizonte (MG),MG,Vila Vera Cruz I,Belo Horizonte,66
31062000349,Vila Independência II - Belo Horizonte (MG),MG,Vila Independência II,Belo Horizonte,311
31062000350,Barraginha - Belo Horizonte (MG),MG,Barraginha,Belo Horizonte,60
31062000351,Mirante do Tupi - Belo Horizonte (MG),MG,Mirante do Tupi,Belo Horizonte,313
31062000352,Fidel Castro - Belo Horizonte (MG),MG,Fidel Castro,Belo Horizonte,193
31062000353,Fábio Alves - Belo Horizonte (MG),MG,Fábio Alves,Belo Horizonte,496
31062000354,Vila Satélite - Belo Horizonte (MG),MG,Vila Satélite,Belo Horizonte,97
31062000356,Nova América - Belo Horizonte (MG),MG,Nova América,Belo Horizonte,53
31062000357,Bacuraus - Belo Horizonte (MG),MG,Bacuraus,Belo Horizonte,39
31062000358,Maria Teresa (ASVOG) - Belo Horizonte (MG),MG,Maria Teresa (ASVOG),Belo Horizonte,226
31062000360,Conjunto Capitão Eduardo - Belo Horizonte (MG),MG,Conjunto Capitão Eduardo,Belo Horizonte,1045
31062000361,Jardim Getsêmani - Belo Horizonte (MG),MG,Jardim Getsêmani,Belo Horizonte,822
31062000362,Rua Padre Argemiro - Belo Horizonte (MG),MG,Rua Padre Argemiro,Belo Horizonte,383
31062000363,Boa União I - Belo Horizonte (MG),MG,Boa União I,Belo Horizonte,60
31062000364,Vila Suzana II - Belo Horizonte (MG),MG,Vila Suzana II,Belo Horizonte,36
31062000366,Vila da Paz Anel Rodoviário - Belo Horizonte (MG),MG,Vila da Paz Anel Rodoviário,Belo Horizonte,94
31062000369,Vila São Francisco - Belo Horizonte (MG),MG,Vila São Francisco,Belo Horizonte,25
31062000370,Vila Nova Cachoeirinha II - Belo Horizonte (MG),MG,Vila Nova Cachoeirinha II,Belo Horizonte,39
31062000371,Vila do Pombal - Belo Horizonte (MG),MG,Vila do Pombal,Belo Horizonte,39
31062000372,Vila Fumec - Belo Horizonte (MG),MG,Vila Fumec,Belo Horizonte,33
31062000374,Vila Araci - Belo Horizonte (MG),MG,Vila Araci,Belo Horizonte,56
31062000375,Vila Chaves - Belo Horizonte (MG),MG,Vila Chaves,Belo Horizonte,223
31062000378,Paulo Freire - Belo Horizonte (MG),MG,Paulo Freire,Belo Horizonte,131
31062000379,Vila Diamante - Belo Horizonte (MG),MG,Vila Diamante,Belo Horizonte,139
31062000385,Conjunto Bonsucesso - Belo Horizonte (MG),MG,Conjunto Bonsucesso,Belo Horizonte,179
31062000386,Conjunto H2-Prosam - Belo Horizonte (MG),MG,Conjunto H2-Prosam,Belo Horizonte,297
31062000387,Conjunto H5-Prosam - Belo Horizonte (MG),MG,Conjunto H5-Prosam,Belo Horizonte,333
31062000390,Barão Homem de Melo I - Belo Horizonte (MG),MG,Barão Homem de Melo I,Belo Horizonte,45
31062000391,Vila Nova Gameleira III - Belo Horizonte (MG),MG,Vila Nova Gameleira III,Belo Horizonte,64
31062000392,Vila Puc - Belo Horizonte (MG),MG,Vila Puc,Belo Horizonte,28
31062000396,Conego Pinheiro A - Belo Horizonte (MG),MG,Conego Pinheiro A,Belo Horizonte,68
31062000397,Real 1 - Belo Horizonte (MG),MG,Real 1,Belo Horizonte,48
31062000398,Santa Rita - Belo Horizonte (MG),MG,Santa Rita,Belo Horizonte,927
31063090001,Nova Esperança - Belo Oriente (MG),MG,Nova Esperança,Belo Oriente,754
31067050001,Vila Cemig A - Betim (MG),MG,Vila Cemig A,Betim,355
31067050002,Santo Antônio/Jardim Terezópolis - Betim (MG),MG,Santo Antônio/Jardim Terezópolis,Betim,8109
31067050003,Vila Jardim Brasília - Betim (MG),MG,Vila Jardim Brasília,Betim,278
31067050004,Vila São Caetano - Betim (MG),MG,Vila São Caetano,Betim,1090
31067050005,Vila Andorinha - Betim (MG),MG,Vila Andorinha,Betim,317
31067050006,Vila Montese/Vila Imbiruçu - Betim (MG),MG,Vila Montese/Vila Imbiruçu,Betim,1008
31067050008,São Luiz - Betim (MG),MG,São Luiz,Betim,251
31067050009,Vila Jardim Santa Cruz - Betim (MG),MG,Vila Jardim Santa Cruz,Betim,904
31067050012,Mocambeira - Betim (MG),MG,Mocambeira,Betim,150
31067050013,Campos Elísios - Betim (MG),MG,Campos Elísios,Betim,373
31067050014,Alto Cruzeiro - Betim (MG),MG,Alto Cruzeiro,Betim,380
31067050015,Vila Olhos D'Água - Betim (MG),MG,Vila Olhos D'Água,Betim,67
31067050016,VIla Jardim Petrópolis - Betim (MG),MG,VIla Jardim Petrópolis,Betim,107
31067050017,Salomé - Betim (MG),MG,Salomé,Betim,86
31067050018,Vila Granja São João - Betim (MG),MG,Vila Granja São João,Betim,460
31067050019,Presidente Kennedy - Betim (MG),MG,Presidente Kennedy,Betim,352
31067050020,Vila Nova montese - Betim (MG),MG,Vila Nova montese,Betim,330
31067050021,Savassinha - Betim (MG),MG,Savassinha,Betim,91
31067050022,Capelinha - Betim (MG),MG,Capelinha,Betim,274
31067050024,Fazenda Capelinha - Betim (MG),MG,Fazenda Capelinha,Betim,186
31067050025,Morro do Sapo - Betim (MG),MG,Morro do Sapo,Betim,236
31067050026,Bairro Santa Edwiges - Betim (MG),MG,Bairro Santa Edwiges,Betim,366
31067050032,Vila Cruzeiro - Betim (MG),MG,Vila Cruzeiro,Betim,1379
31067050033,Vila Cruzeiro do Citrolândia - Betim (MG),MG,Vila Cruzeiro do Citrolândia,Betim,32
31067050034,Vila da Rua Guará - Betim (MG),MG,Vila da Rua Guará,Betim,86
31067050035,Vila Esplanada - Betim (MG),MG,Vila Esplanada,Betim,83
31067050036,Vila Jaboticabal - Betim (MG),MG,Vila Jaboticabal,Betim,47
31067050037,Vila Marimbá - Betim (MG),MG,Vila Marimbá,Betim,70
31067050039,Vila São Roque - Betim (MG),MG,Vila São Roque,Betim,68
31067050040,Citrolândia - Betim (MG),MG,Citrolândia,Betim,4008
31067050041,Jardim Terezópolis - Betim (MG),MG,Jardim Terezópolis,Betim,55
31067050043,Vila Santa Inês - Betim (MG),MG,Vila Santa Inês,Betim,164
31067050044,Vila Cemig B - Betim (MG),MG,Vila Cemig B,Betim,236
31078020001,Bairro Raul Soares - Bom Jesus do Galho (MG),MG,Bairro Raul Soares,Bom Jesus do Galho,120
31078020002,Areião - Bom Jesus do Galho (MG),MG,Areião,Bom Jesus do Galho,836
31173060001,Sem Terra - Conceição das Alagoas (MG),MG,Sem Terra,Conceição das Alagoas,204
31183040001,Beco Maria da Gloria - Conselheiro Lafaiete (MG),MG,Beco Maria da Gloria,Conselheiro Lafaiete,58
31183040002,Triângulo II - Conselheiro Lafaiete (MG),MG,Triângulo II,Conselheiro Lafaiete,57
31186010002,Pedreira Santa Rita - Contagem (MG),MG,Pedreira Santa Rita,Contagem,215
31186010007,Vila Aparecida - Contagem (MG),MG,Vila Aparecida,Contagem,235
31186010008,Vila Barraginha - Contagem (MG),MG,Vila Barraginha,Contagem,416
31186010009,Vaquinha - Contagem (MG),MG,Vaquinha,Contagem,101
31186010010,Vila Santo Antônio ou SAMAG - Contagem (MG),MG,Vila Santo Antônio ou SAMAG,Contagem,252
31186010011,Vila São Vicente - Contagem (MG),MG,Vila São Vicente,Contagem,390
31186010012,Vila São Nicodemos - Contagem (MG),MG,Vila São Nicodemos,Contagem,202
31186010014,Vila Marimbondos ou Jardim Eldorado - Contagem (MG),MG,Vila Marimbondos ou Jardim Eldorado,Contagem,957
31186010016,Vila Bela Vista - Contagem (MG),MG,Vila Bela Vista,Contagem,547
31186010017,Vila Beatriz - Contagem (MG),MG,Vila Beatriz,Contagem,45
31186010020,Vila Boa Vista ou Troca Tapa - Contagem (MG),MG,Vila Boa Vista ou Troca Tapa,Contagem,521
31186010022,Buraco da Coruja - Contagem (MG),MG,Buraco da Coruja,Contagem,825
31186010029,Vila São Mateus - Contagem (MG),MG,Vila São Mateus,Contagem,867
31186010030,Vila Estrela-D'Alva - Contagem (MG),MG,Vila Estrela-D'Alva,Contagem,611
31186010032,Vila Francisco Mariano - Contagem (MG),MG,Vila Francisco Mariano,Contagem,337
31186010038,Vila da Paz - Contagem (MG),MG,Vila da Paz,Contagem,708
31186010042,Itaú - Contagem (MG),MG,Itaú,Contagem,46
31186010044,Jardim Industrial - Contagem (MG),MG,Jardim Industrial,Contagem,124
31186010045,Vila Bandeirantes - Contagem (MG),MG,Vila Bandeirantes,Contagem,657
31186010046,Novo Boa Vista - Contagem (MG),MG,Novo Boa Vista,Contagem,535
31186010047,Vila Estaleiro - Contagem (MG),MG,Vila Estaleiro,Contagem,1052
31186010048,Vila 18º ou Aderbal Lopes - Contagem (MG),MG,Vila 18º ou Aderbal Lopes,Contagem,103
31186010049,Vila Barroquinha - Contagem (MG),MG,Vila Barroquinha,Contagem,463
31186010050,Vila Pérola - Contagem (MG),MG,Vila Pérola,Contagem,656
31186010051,Do Laguna - Contagem (MG),MG,Do Laguna,Contagem,674
31186010053,Vila Renascer - Contagem (MG),MG,Vila Renascer,Contagem,857
31186010054,Frigodiniz - Contagem (MG),MG,Frigodiniz,Contagem,222
31186010056,Colorado ou Avenida Dois - Contagem (MG),MG,Colorado ou Avenida Dois,Contagem,137
31186010058,Parque São João - Contagem (MG),MG,Parque São João,Contagem,185
31186010059,Vila Epa ou Peróbas - Contagem (MG),MG,Vila Epa ou Peróbas,Contagem,460
31186010060,Jardim Marrocos - Contagem (MG),MG,Jardim Marrocos,Contagem,268
31186010061,Jardim Alvorada - Contagem (MG),MG,Jardim Alvorada,Contagem,346
31186010062,Vila Bastilha - Contagem (MG),MG,Vila Bastilha,Contagem,243
31186010063,Vila Soledad ou Rato Molhado - Contagem (MG),MG,Vila Soledad ou Rato Molhado,Contagem,643
31186010064,Vila Formosa - Contagem (MG),MG,Vila Formosa,Contagem,437
31186010068,Morro dos Cabritos ou Vila da Cruz - Contagem (MG),MG,Morro dos Cabritos ou Vila da Cruz,Contagem,181
31186010069,Vila Cheripita - Contagem (MG),MG,Vila Cheripita,Contagem,101
31186010072,Vila Bandeirantes II - Contagem (MG),MG,Vila Bandeirantes II,Contagem,260
31186010074,Morada Nova - Contagem (MG),MG,Morada Nova,Contagem,138
31186010075,Chácaras São Geraldo - Contagem (MG),MG,Chácaras São Geraldo,Contagem,348
31186010076,Ocupação Guarani-Kaiowá - Contagem (MG),MG,Ocupação Guarani-Kaiowá,Contagem,234
31186010077,Vila Feliz - Contagem (MG),MG,Vila Feliz,Contagem,232
31186010079,Funcionários - Contagem (MG),MG,Funcionários,Contagem,148
31186010082,Estação Bernardo Monteiro - Contagem (MG),MG,Estação Bernardo Monteiro,Contagem,43
31186010083,Icaivera - Contagem (MG),MG,Icaivera,Contagem,36
31186010085,Nascentes Imperiais - Contagem (MG),MG,Nascentes Imperiais,Contagem,934
31186010088,Retiro - Contagem (MG),MG,Retiro,Contagem,35
31186010090,São Luiz - Contagem (MG),MG,São Luiz,Contagem,166
31186010094,Urca - Contagem (MG),MG,Urca,Contagem,177
31194010001,Prainha - Coronel Fabriciano (MG),MG,Prainha,Coronel Fabriciano,100
31194010002,Morro do Carmo - Coronel Fabriciano (MG),MG,Morro do Carmo,Coronel Fabriciano,1185
