Cod,Favela_completa,Sigla,Favela,Municipio,Domicilios
31194010004,Morada do Vale - Coronel Fabriciano (MG),MG,Morada do Vale,Coronel Fabriciano,1848
31194010006,Morro Padre Rocha - Coronel Fabriciano (MG),MG,Morro Padre Rocha,Coronel Fabriciano,316
31194010007,São Geraldo - Coronel Fabriciano (MG),MG,São Geraldo,Coronel Fabriciano,620
31194010008,Alto Caladinho - Coronel Fabriciano (MG),MG,Alto Caladinho,Coronel Fabriciano,285
31194010009,Alto Ponte Nova - Coronel Fabriciano (MG),MG,Alto Ponte Nova,Coronel Fabriciano,369
31194010010,Alto Santa Terezinha - Coronel Fabriciano (MG),MG,Alto Santa Terezinha,Coronel Fabriciano,533
31194010011,App Córrego Caladão - Coronel Fabriciano (MG),MG,App Córrego Caladão,Coronel Fabriciano,460
31194010012,Caladão - Coronel Fabriciano (MG),MG,Caladão,Coronel Fabriciano,237
31194010013,Expansão do Contente - Coronel Fabriciano (MG),MG,Expansão do Contente,Coronel Fabriciano,457
31194010014,Expansão do Potyra - Coronel Fabriciano (MG),MG,Expansão do Potyra,Coronel Fabriciano,203
31194010015,Frederico Ozanan - Coronel Fabriciano (MG),MG,Frederico Ozanan,Coronel Fabriciano,279
31194010017,Manoel Domingos - Coronel Fabriciano (MG),MG,Manoel Domingos,Coronel Fabriciano,295
31194010018,Pedreira - Coronel Fabriciano (MG),MG,Pedreira,Coronel Fabriciano,402
31194010019,Santa Luzia - Coronel Fabriciano (MG),MG,Santa Luzia,Coronel Fabriciano,138
31194010020,Santa Rita - Coronel Fabriciano (MG),MG,Santa Rita,Coronel Fabriciano,265
31194010022,Serra Pelada - Coronel Fabriciano (MG),MG,Serra Pelada,Coronel Fabriciano,220
31194010023,Surinan - Coronel Fabriciano (MG),MG,Surinan,Coronel Fabriciano,160
31194010024,Vila São Francisco - Coronel Fabriciano (MG),MG,Vila São Francisco,Coronel Fabriciano,228
31209040001,Final da Rua Olhos dÁgua - Curvelo (MG),MG,Final da Rua Olhos dÁgua,Curvelo,103
31212580001,Acampamento dos Sem Terra - Delta (MG),MG,Acampamento dos Sem Terra,Delta,169
31212580002,Ponte Velha - Delta (MG),MG,Ponte Velha,Delta,116
31216050012,Cazuza - Diamantina (MG),MG,Cazuza,Diamantina,624
31216050013,Maria Orminda - Diamantina (MG),MG,Maria Orminda,Diamantina,381
31216050014,Prata - Diamantina (MG),MG,Prata,Diamantina,101
31216050015,Serra dos Cristais - Diamantina (MG),MG,Serra dos Cristais,Diamantina,289
31216050016,Rio Grande - Diamantina (MG),MG,Rio Grande,Diamantina,1680
31223060001,Alto São João de Deus - Divinópolis (MG),MG,Alto São João de Deus,Divinópolis,621
31223060002,Alto São Vicente - Divinópolis (MG),MG,Alto São Vicente,Divinópolis,229
31223060004,Cemitério dos Vivos - Divinópolis (MG),MG,Cemitério dos Vivos,Divinópolis,36
31223060005,Vila João Cota - Divinópolis (MG),MG,Vila João Cota,Divinópolis,113
31241040003,Recreio - Esmeraldas (MG),MG,Recreio,Esmeraldas,101
31241040007,Vila Paraguay - Esmeraldas (MG),MG,Vila Paraguay,Esmeraldas,170
31241040008,Alexandria - Esmeraldas (MG),MG,Alexandria,Esmeraldas,858
31241040009,Santa Cecília com Limite com Ribeirão das Neves - Esmeraldas (MG),MG,Santa Cecília com Limite com Ribeirão das Neves,Esmeraldas,692
31241040011,Limite Esmeraldas Contagem - Esmeraldas (MG),MG,Limite Esmeraldas Contagem,Esmeraldas,232
31241040013,Novo Retiro - Area Verde - LMG80 - Esmeraldas (MG),MG,Novo Retiro - Area Verde - LMG80,Esmeraldas,44
31241040014,Recreio do Retiro - Esmeraldas (MG),MG,Recreio do Retiro,Esmeraldas,68
31241040016,Serra Verde - Esmeraldas (MG),MG,Serra Verde,Esmeraldas,59
31246090001,Comunidade Beira-Linha - Estrela Dalva (MG),MG,Comunidade Beira-Linha,Estrela Dalva,67
31277010001,Alto Paraíso - Governador Valadares (MG),MG,Alto Paraíso,Governador Valadares,1151
31277010002,Carapina - Governador Valadares (MG),MG,Carapina,Governador Valadares,2286
31277010003,Querosene - Governador Valadares (MG),MG,Querosene,Governador Valadares,392
31277010004,Comunidade Palmeiras - Governador Valadares (MG),MG,Comunidade Palmeiras,Governador Valadares,1320
31277010005,Buraco Fundo - Governador Valadares (MG),MG,Buraco Fundo,Governador Valadares,593
31277010006,Comunidade Jardim do Trevo - Governador Valadares (MG),MG,Comunidade Jardim do Trevo,Governador Valadares,485
31277010009,Planalto - Governador Valadares (MG),MG,Planalto,Governador Valadares,210
31277010010,Santos Dumont - Governador Valadares (MG),MG,Santos Dumont,Governador Valadares,74
31277010011,Vale Pastoril - Governador Valadares (MG),MG,Vale Pastoril,Governador Valadares,327
31277010012,Jardim Vera Cruz - Governador Valadares (MG),MG,Jardim Vera Cruz,Governador Valadares,589
31298060001,Palmares A - Ibirité (MG),MG,Palmares A,Ibirité,415
31298060002,Vila Ideal - Ibirité (MG),MG,Vila Ideal,Ibirité,3342
31298060003,Vila Primavera - Ibirité (MG),MG,Vila Primavera,Ibirité,2730
31298060004,Águia Dourada - Ibirité (MG),MG,Águia Dourada,Ibirité,777
31298060005,Alvorada - Ibirité (MG),MG,Alvorada,Ibirité,148
31298060006,Canoas - Ibirité (MG),MG,Canoas,Ibirité,328
31298060007,Condomínio Washington Pires - Ibirité (MG),MG,Condomínio Washington Pires,Ibirité,54
31298060008,Grota - Ibirité (MG),MG,Grota,Ibirité,134
31298060009,Lajinha - Ibirité (MG),MG,Lajinha,Ibirité,312
31298060010,Los Angeles - Ibirité (MG),MG,Los Angeles,Ibirité,200
31298060011,Novo Horizonte A - Ibirité (MG),MG,Novo Horizonte A,Ibirité,129
31298060012,Ouro Negro - Ibirité (MG),MG,Ouro Negro,Ibirité,153
31298060013,Parque Estrela do Sul - Ibirité (MG),MG,Parque Estrela do Sul,Ibirité,36
31298060015,Recanto das Árvores - Ibirité (MG),MG,Recanto das Árvores,Ibirité,405
31298060017,Vila Bugarim - Ibirité (MG),MG,Vila Bugarim,Ibirité,54
31298060019,Vila Durval de Barros - Ibirité (MG),MG,Vila Durval de Barros,Ibirité,60
31298060020,Vila Escorpião - Ibirité (MG),MG,Vila Escorpião,Ibirité,117
31298060022,Vila Piratininga - Ibirité (MG),MG,Vila Piratininga,Ibirité,325
31298060023,Vila Rua Bela Petruchi - Ibirité (MG),MG,Vila Rua Bela Petruchi,Ibirité,179
31298060024,Vila Rua Bom Sucesso - Ibirité (MG),MG,Vila Rua Bom Sucesso,Ibirité,145
31298060025,Vila Sol Nascente - Ibirité (MG),MG,Vila Sol Nascente,Ibirité,242
31298060026,Washington Pires A - Ibirité (MG),MG,Washington Pires A,Ibirité,101
31298060028,Vila Marilândia B - Ibirité (MG),MG,Vila Marilândia B,Ibirité,539
31298060030,Novo Horizonte C - Ibirité (MG),MG,Novo Horizonte C,Ibirité,63
31301010001,Bairro Santa Ana - Igarapé (MG),MG,Bairro Santa Ana,Igarapé,181
31301010002,Bairro São Mateus - Igarapé (MG),MG,Bairro São Mateus,Igarapé,305
31301010003,Bairro Sumaré - Igarapé (MG),MG,Bairro Sumaré,Igarapé,160
31301010004,Ocupação do Panorama Industrial - Igarapé (MG),MG,Ocupação do Panorama Industrial,Igarapé,181
31313070001,Cemitério Velho - Centro - Ipatinga (MG),MG,Cemitério Velho - Centro,Ipatinga,172
31313070006,Vila da Paz - Ipatinga (MG),MG,Vila da Paz,Ipatinga,217
31313070007,Serra Dourada - Bairro Bom Jardim - Ipatinga (MG),MG,Serra Dourada - Bairro Bom Jardim,Ipatinga,562
31313070012,Assentamento Pusco - Ipatinga (MG),MG,Assentamento Pusco,Ipatinga,525
31313070013,Assentamento Turim - Ipatinga (MG),MG,Assentamento Turim,Ipatinga,690
31313070015,Assentamento Boston - Ipatinga (MG),MG,Assentamento Boston,Ipatinga,725
31313070017,Alto do Iguaçu - Ipatinga (MG),MG,Alto do Iguaçu,Ipatinga,304
31313070018,Nova Esperança - Ipatinga (MG),MG,Nova Esperança,Ipatinga,1817
31313070020,Barra Alegre - Ipatinga (MG),MG,Barra Alegre,Ipatinga,889
31313070022,Esperança I - Ipatinga (MG),MG,Esperança I,Ipatinga,54
31313070023,Favelinha - Ipatinga (MG),MG,Favelinha,Ipatinga,135
31313070024,Final da Tucanuçú - Ipatinga (MG),MG,Final da Tucanuçú,Ipatinga,578
31313070025,Limoeiro A - Ipatinga (MG),MG,Limoeiro A,Ipatinga,260
31313070026,Morro Guimarães - Ipatinga (MG),MG,Morro Guimarães,Ipatinga,1118
31313070027,Panorama - Ipatinga (MG),MG,Panorama,Ipatinga,1313
31313070029,Rua Pérola - Ipatinga (MG),MG,Rua Pérola,Ipatinga,232
31313070030,Tucanuçú - Ipatinga (MG),MG,Tucanuçú,Ipatinga,910
31313070031,Vila Militar - Ipatinga (MG),MG,Vila Militar,Ipatinga,405
31313070033,Limoeiro B - Ipatinga (MG),MG,Limoeiro B,Ipatinga,164
31317030001,Aprígio - Itabira (MG),MG,Aprígio,Itabira,578
31317030002,São Bento - Itabira (MG),MG,São Bento,Itabira,117
31317030003,Madre Maria de Jesus - Itabira (MG),MG,Madre Maria de Jesus,Itabira,562
31319010001,Invasão Água Limpa - Itabirito (MG),MG,Invasão Água Limpa,Itabirito,898
31319010002,Invasão do Country - Itabirito (MG),MG,Invasão do Country,Itabirito,292
31324040002,Santa Rosa - Itajubá (MG),MG,Santa Rosa,Itajubá,242
31324040003,Vila Betel - Itajubá (MG),MG,Vila Betel,Itajubá,80
31327010001,Vila Formosa - Itambacuri (MG),MG,Vila Formosa,Itambacuri,228
31337090001,Sem Terra - Itatiaiuçu (MG),MG,Sem Terra,Itatiaiuçu,55
31338080001,Cascalho - Itaúna (MG),MG,Cascalho,Itaúna,164
31350500001,Cidade Nova II - Jaíba (MG),MG,Cidade Nova II,Jaíba,441
31352090001,Galiléia - Januária (MG),MG,Galiléia,Januária,78
31352090002,Aterro da Copasa - Januária (MG),MG,Aterro da Copasa,Januária,66
31352090003,Aterro do Der - Januária (MG),MG,Aterro do Der,Januária,65
31366520001,Ocupação do Bairro Eldorado - Juatuba (MG),MG,Ocupação do Bairro Eldorado,Juatuba,167
31367020003,Jardim Cachoeira e Fazenda Santa Candida - Juiz de Fora (MG),MG,Jardim Cachoeira e Fazenda Santa Candida,Juiz de Fora,180
31367020004,Milho Branco - Juiz de Fora (MG),MG,Milho Branco,Juiz de Fora,352
31367020006,Favelinha da FACIT - Baixo e Alto - Juiz de Fora (MG),MG,Favelinha da FACIT - Baixo e Alto,Juiz de Fora,69
31367020007,Rua Walquírio Seixas de Faria - Juiz de Fora (MG),MG,Rua Walquírio Seixas de Faria,Juiz de Fora,152
31367020008,Vila São Cristovão - Juiz de Fora (MG),MG,Vila São Cristovão,Juiz de Fora,55
31367020010,Vila Um e Vila Barroso - Juiz de Fora (MG),MG,Vila Um e Vila Barroso,Juiz de Fora,147
31367020011,Remonta - Juiz de Fora (MG),MG,Remonta,Juiz de Fora,138
31367020014,Vila Fortaleza - Grota Funda - Juiz de Fora (MG),MG,Vila Fortaleza - Grota Funda,Juiz de Fora,129
31367020017,Terra Nostra - Juiz de Fora (MG),MG,Terra Nostra,Juiz de Fora,208
31367020022,Alto Dom Bosco - Juiz de Fora (MG),MG,Alto Dom Bosco,Juiz de Fora,596
31367020023,Vila Santa Terezinha - Juiz de Fora (MG),MG,Vila Santa Terezinha,Juiz de Fora,98
31367020025,Ponte Nova - Juiz de Fora (MG),MG,Ponte Nova,Juiz de Fora,84
31367020026,Favela do Rato - Juiz de Fora (MG),MG,Favela do Rato,Juiz de Fora,64
31367020032,Morro dos Cabritos - Juiz de Fora (MG),MG,Morro dos Cabritos,Juiz de Fora,168
31367020033,Alto Jardim Casa Blanca e Baixo Jardim Casa Blanca - Juiz de Fora (MG),MG,Alto Jardim Casa Blanca e Baixo Jardim Casa Blanca,Juiz de Fora,209
31367020034,Ocupação do Borboleta Sem Terra - Juiz de Fora (MG),MG,Ocupação do Borboleta Sem Terra,Juiz de Fora,282
31367020035,Grota dos Puris - Juiz de Fora (MG),MG,Grota dos Puris,Juiz de Fora,387
31367020036,Rua Augusto Vicente Vieira - Alto Tres Moinhos - Juiz de Fora (MG),MG,Rua Augusto Vicente Vieira - Alto Tres Moinhos,Juiz de Fora,329
31367020037,Alto Adolfo Vireque/Baixo Adolfo Vireque - Juiz de Fora (MG),MG,Alto Adolfo Vireque/Baixo Adolfo Vireque,Juiz de Fora,638
31367020038,Baixo Dom Bosco - Juiz de Fora (MG),MG,Baixo Dom Bosco,Juiz de Fora,220
31367020039,Leito da Leopoldina I - Juiz de Fora (MG),MG,Leito da Leopoldina I,Juiz de Fora,93
31367020040,Rua Jose Inacio - Leito da Leopoldina II - Juiz de Fora (MG),MG,Rua Jose Inacio - Leito da Leopoldina II,Juiz de Fora,116
31367020041,Margem do Ribeirão Marmelos - Vila São José - Juiz de Fora (MG),MG,Margem do Ribeirão Marmelos - Vila São José,Juiz de Fora,50
31367020042,Niterói- antiga Rua A. Guedes - Juiz de Fora (MG),MG,Niterói- antiga Rua A. Guedes,Juiz de Fora,92
31367020045,Rua Coronel Quintão - Juiz de Fora (MG),MG,Rua Coronel Quintão,Juiz de Fora,102
31367020046,Rua Felipe José - Juiz de Fora (MG),MG,Rua Felipe José,Juiz de Fora,145
31367020047,Rua Jandira Límpio Pinheiro- Lado impar - Juiz de Fora (MG),MG,Rua Jandira Límpio Pinheiro- Lado impar,Juiz de Fora,138
31367020048,Rua Joaquim Guedes - Juiz de Fora (MG),MG,Rua Joaquim Guedes,Juiz de Fora,143
31367020050,Rua Orlanda Fortini Arcuri e entorno 16-21 - Juiz de Fora (MG),MG,Rua Orlanda Fortini Arcuri e entorno 16-21,Juiz de Fora,83
31367020052,Travessa Borboleta - Juiz de Fora (MG),MG,Travessa Borboleta,Juiz de Fora,43
31367020053,Travessa Grão-Mogol - Juiz de Fora (MG),MG,Travessa Grão-Mogol,Juiz de Fora,54
31367020054,Três Moinhos - Juiz de Fora (MG),MG,Três Moinhos,Juiz de Fora,286
31367020055,Vila Alpina - Juiz de Fora (MG),MG,Vila Alpina,Juiz de Fora,514
31367020056,Vila Bejani - Juiz de Fora (MG),MG,Vila Bejani,Juiz de Fora,66
31367020057,Vila Paraíso - Juiz de Fora (MG),MG,Vila Paraíso,Juiz de Fora,101
31367020058,Vila Santo Antônio II - Juiz de Fora (MG),MG,Vila Santo Antônio II,Juiz de Fora,165
31367020064,Jardim da Lua - Juiz de Fora (MG),MG,Jardim da Lua,Juiz de Fora,400
31400010001,Alto do Rosário/Morada do Sol - Mariana (MG),MG,Alto do Rosário/Morada do Sol,Mariana,1438
31400010002,Santa Clara - Mariana (MG),MG,Santa Clara,Mariana,839
31408030001,Cedofeita - Matias Barbosa (MG),MG,Cedofeita,Matias Barbosa,89
31411080002,São Pedro/Liberdade - Matozinhos (MG),MG,São Pedro/Liberdade,Matozinhos,117
31411080003,Vista Alegre - Matozinhos (MG),MG,Vista Alegre,Matozinhos,61
31433020002,Vila Alice - Montes Claros (MG),MG,Vila Alice,Montes Claros,148
31433020003,Vila  São Francisco de Assis - Montes Claros (MG),MG,Vila  São Francisco de Assis,Montes Claros,885
31433020006,São Vicente no Bairro Santos Reis - Montes Claros (MG),MG,São Vicente no Bairro Santos Reis,Montes Claros,824
31433020009,Morrinhos - Montes Claros (MG),MG,Morrinhos,Montes Claros,494
31433020014,Vila Mauricéia - Montes Claros (MG),MG,Vila Mauricéia,Montes Claros,407
31433020016,Vila Santa Cecília - Montes Claros (MG),MG,Vila Santa Cecília,Montes Claros,479
31433020018,Rua Manoel de Souza Brasil - Montes Claros (MG),MG,Rua Manoel de Souza Brasil,Montes Claros,191
31433020019,Bairro Cidade Conferência Cristo Rei - Montes Claros (MG),MG,Bairro Cidade Conferência Cristo Rei,Montes Claros,530
31433020022,Nova Morada - Montes Claros (MG),MG,Nova Morada,Montes Claros,149
31433020023,Vila Castelo Branco - Montes Claros (MG),MG,Vila Castelo Branco,Montes Claros,286
31433020024,Vila Tupã - Montes Claros (MG),MG,Vila Tupã,Montes Claros,242
31433020025,Vila Telma - Montes Claros (MG),MG,Vila Telma,Montes Claros,165
31433020026,Bairro Itatiaia - Montes Claros (MG),MG,Bairro Itatiaia,Montes Claros,224
31433020027,Bairro Chiquinho Guimarães - Montes Claros (MG),MG,Bairro Chiquinho Guimarães,Montes Claros,231
31433020028,Vilage do Lago - Montes Claros (MG),MG,Vilage do Lago,Montes Claros,153
31433020030,Rua Barão de Mauá - Montes Claros (MG),MG,Rua Barão de Mauá,Montes Claros,124
31433020031,Rua da Prata - Montes Claros (MG),MG,Rua da Prata,Montes Claros,213
31433020032,Rua Vinte - Montes Claros (MG),MG,Rua Vinte,Montes Claros,140
31433020033,Vila Campos - Montes Claros (MG),MG,Vila Campos,Montes Claros,101
31433020034,Morro do Frade-Caixa D'Água - Montes Claros (MG),MG,Morro do Frade-Caixa D'Água,Montes Claros,106
31433020035,Ciro dos Anjos - Montes Claros (MG),MG,Ciro dos Anjos,Montes Claros,110
31433020036,Bela Paisagem Pedreira Vila São Francisco de Assis - Montes Claros (MG),MG,Bela Paisagem Pedreira Vila São Francisco de Assis,Montes Claros,244
31433020037,Cidade Industrial A - Montes Claros (MG),MG,Cidade Industrial A,Montes Claros,210
31433020038,Doutor João Alves - Montes Claros (MG),MG,Doutor João Alves,Montes Claros,144
31433020039,Jardim Eldorado - Montes Claros (MG),MG,Jardim Eldorado,Montes Claros,62
31433020040,São Lourenço - Montes Claros (MG),MG,São Lourenço,Montes Claros,127
31433020048,Cidade Industrial B - Montes Claros (MG),MG,Cidade Industrial B,Montes Claros,120
31448050002,Capela Velha - Nova Lima (MG),MG,Capela Velha,Nova Lima,309
31448050003,Chácara Bom Retiro - Nova Lima (MG),MG,Chácara Bom Retiro,Nova Lima,56
31448050004,Cruzeiro - Nova Lima (MG),MG,Cruzeiro,Nova Lima,457
31448050005,Fazenda do Benito - Nova Lima (MG),MG,Fazenda do Benito,Nova Lima,239
31448050006,Invasão Água Limpa - Nova Lima (MG),MG,Invasão Água Limpa,Nova Lima,1424
31448050007,Linha Férrea Honório Bicalho - Nova Lima (MG),MG,Linha Férrea Honório Bicalho,Nova Lima,132
31448050008,Nossa Senhora de Fátima - Nova Lima (MG),MG,Nossa Senhora de Fátima,Nova Lima,250
31448050009,Nova Canaã - Nova Lima (MG),MG,Nova Canaã,Nova Lima,71
31448050010,Recanto do Galo - Nova Lima (MG),MG,Recanto do Galo,Nova Lima,127
31448050011,Vila da Mata cupação I - Nova Lima (MG),MG,Vila da Mata cupação I,Nova Lima,74
31448050012,Vila da Mata ocupação II - Nova Lima (MG),MG,Vila da Mata ocupação II,Nova Lima,175
31448050013,Vila da Mata ocupação III - Nova Lima (MG),MG,Vila da Mata ocupação III,Nova Lima,152
31448050014,Campo do Pires - Nova Lima (MG),MG,Campo do Pires,Nova Lima,59
31479070001,Novo Horizonte - Passos (MG),MG,Novo Horizonte,Passos,630
31487070001,Lajedo do Cruzeiro - Pedra Azul (MG),MG,Lajedo do Cruzeiro,Pedra Azul,232
31493090001,Vila Nossa Senhora Aparecida - Pedro Leopoldo (MG),MG,Vila Nossa Senhora Aparecida,Pedro Leopoldo,69
31493090002,Garimpo ou Horta Comunitária - Pedro Leopoldo (MG),MG,Garimpo ou Horta Comunitária,Pedro Leopoldo,98
31493090004,Cascalheira - Pedro Leopoldo (MG),MG,Cascalheira,Pedro Leopoldo,557
31493090005,Quinta das Palmeiras ou Área Verde - Pedro Leopoldo (MG),MG,Quinta das Palmeiras ou Área Verde,Pedro Leopoldo,64
31493090006,Vila São João Batista - Pedro Leopoldo (MG),MG,Vila São João Batista,Pedro Leopoldo,40
31511070001,Brasilinha - Pirapetinga (MG),MG,Brasilinha,Pirapetinga,215
31519090002,Sítio Bom Retiro - Pocrane (MG),MG,Sítio Bom Retiro,Pocrane,74
31522040002,Cidade Alta - Porteirinha (MG),MG,Cidade Alta,Porteirinha,414
31522040003,Guará - Porteirinha (MG),MG,Guará,Porteirinha,56
31522040004,União - Porteirinha (MG),MG,União,Porteirinha,151
31528080001,Morada do Sol - Prata (MG),MG,Morada do Sol,Prata,270
31546060001,Vila Braúnas - Ribeirão das Neves (MG),MG,Vila Braúnas,Ribeirão das Neves,963
31546060005,Vila Santa Fé - Rua Trinta e Um - Justinópolis - Ribeirão das Neves (MG),MG,Vila Santa Fé - Rua Trinta e Um - Justinópolis,Ribeirão das Neves,463
31546060006,Vila Bispo de Maura - Ribeirão das Neves (MG),MG,Vila Bispo de Maura,Ribeirão das Neves,1627
31546060008,Vila Bom Jesus - Bairro Florença - Ribeirão das Neves (MG),MG,Vila Bom Jesus - Bairro Florença,Ribeirão das Neves,547
31546060009,Vila do Conjunto Henrique Sapori - Ribeirão das Neves (MG),MG,Vila do Conjunto Henrique Sapori,Ribeirão das Neves,220
31546060010,Vila Hortinha - Ribeirão das Neves (MG),MG,Vila Hortinha,Ribeirão das Neves,170
31546060011,Vila Maria Helena II - Ribeirão das Neves (MG),MG,Vila Maria Helena II,Ribeirão das Neves,609
31546060013,Vila Landi 1a Seção - Vila Facão - Ribeirão das Neves (MG),MG,Vila Landi 1a Seção - Vila Facão,Ribeirão das Neves,521
31546060014,Vila Pedreira - Ribeirão das Neves (MG),MG,Vila Pedreira,Ribeirão das Neves,346
31546060015,Vila Avenida Dionisio Gomes - Ribeirão das Neves (MG),MG,Vila Avenida Dionisio Gomes,Ribeirão das Neves,193
31546060016,Vila Cruzeiro / Alto Veneza - Ribeirão das Neves (MG),MG,Vila Cruzeiro / Alto Veneza,Ribeirão das Neves,712
31546060017,Vila Florença Rua Cinquenta e Três - Ribeirão das Neves (MG),MG,Vila Florença Rua Cinquenta e Três,Ribeirão das Neves,117
31546060018,Roma - Ribeirão das Neves (MG),MG,Roma,Ribeirão das Neves,326
31546060019,Vila Jardim de Ala - Ribeirão das Neves (MG),MG,Vila Jardim de Ala,Ribeirão das Neves,68
31546060020,Ocupação Tomas Balduíno - Ribeirão das Neves (MG),MG,Ocupação Tomas Balduíno,Ribeirão das Neves,285
31546060021,Vila Arco Iris - Ribeirão das Neves (MG),MG,Vila Arco Iris,Ribeirão das Neves,209
31546060022,Barcelona - Ribeirão das Neves (MG),MG,Barcelona,Ribeirão das Neves,151
31546060023,Granjas Primavera - Ribeirão das Neves (MG),MG,Granjas Primavera,Ribeirão das Neves,414
31546060024,Jardim Canto da Alvorada - Ribeirão das Neves (MG),MG,Jardim Canto da Alvorada,Ribeirão das Neves,142
31546060025,Jardim Colonial - Ribeirão das Neves (MG),MG,Jardim Colonial,Ribeirão das Neves,101
31546060026,Katia - Ribeirão das Neves (MG),MG,Katia,Ribeirão das Neves,286
31546060027,Metropolitano A - Ribeirão das Neves (MG),MG,Metropolitano A,Ribeirão das Neves,485
